region,atcl_no,atcl_url,atcl_price,atcl_cost,atcl_description,atcl_location
마포구,2510674487,https://fin.land.naver.com/articles/2510674487,"1억 3,000","8만 5,000원",,https://m.land.naver.com/near/article/2510674487
마포구,2506069682,https://fin.land.naver.com/articles/2506069682,"1억 8,000",10만원,,https://m.land.naver.com/near/article/2506069682
마포구,2506647460,https://fin.land.naver.com/articles/2506647460,"1억 4,000",9만원,시원스럽게 확트인 전망입니다.,https://m.land.naver.com/near/article/2506647460
마포구,2511927372,https://fin.land.naver.com/articles/2511927372,"1억 7,700",,"🌈고객의 행복을 중개합니다.

⬇️⬇️ 부동산 오름 ⬇️⬇️
☎️ 02-6953-5989 / 📞 010-5221-5987
☎️ 02-6953-5989 / 📞 010-5221-5987
✔ ⓑ https://blog.naver.com/prooreum

🌈고객의 행복을 중개합니다.

✔️ 위에 매물번호 문의 주시면 빠른 상담 가능합니다.
✔️ 집보기 미리 연락 주세요.

🏠 매물 안내 🏠
✅ 2호선,6호선(합정역) 도보 10분 이내 이용
✅ 아침을 한강공원에서 달리기로 시작할 수 있음.
✅ 관리비 없고, 전기,가스,수도 사용한 만큼만 부과(별도계량기)
✅ 지층이지만 남향으로 밝고, 해 잘들오옴
✅ 전입은 기본, 일반전세대출 가능 / 원하시면 전세권 설정 해드림
✅ 융자 없는 깨끗한집
✅ 옵션 : 에어컨, 드럼세탁기, 냉장고, 2구쿡탑렌지, 도어락
✅ 주차가능 (근처 주차장 비용 지원)

🌈고객의 행복을 중개합니다.

☎️ 02-6953-5989 📞010-5221-5987 📞010-9060-2608
========================================

❤️신뢰와 행복 &amp; 부와 감동을 주는 부동산 파트너가 되겠습니다.❤️",https://m.land.naver.com/near/article/2511927372
마포구,2511745134,https://fin.land.naver.com/articles/2511745134,"1억 1,000",2만원,,https://m.land.naver.com/near/article/2511745134
마포구,2511619570,https://fin.land.naver.com/articles/2511619570,"1억 7,700",,"[관리번호:#1466]
■합정역도보가능 한강공원근처 2룸 풀옵션 전세대출가능
- 입주가능일 : 10월 16일(협의 가능)

- 방 2개, 거실 및 주방, 화장실 1개
- 전용면적 : 10.67평
- 해당층 : 지하1층(지상 1층같은 반지하, 남향, 채광 잘 들어옴)
- 풀옵션 : 세탁기, 냉장고, 에어컨, 전기쿡탑, 신발장
- 관리비 : 없음
- 주차 : 사설주차 지원

- 일반전세대출 가능
- 화장실, 샤시 수리하여 깔끔함

- 지하 1층/지상 2층 으로 이루어진 다세대주택(6세대)
- 사용승인일 : 1986년 7월

■주변 교통
- 합정역
- 상수역",https://m.land.naver.com/near/article/2511619570
마포구,2511543700,https://fin.land.naver.com/articles/2511543700,"2억 5,000",1만원,"&quot; 허위매물 없는 정직한 부동산&quot;


────💡 ＩＮＦＯ 💡────

⊙ 구조 : 2룸, 주방, 화장실, 베란다
⊙ 관리비: 1만원
⊙ 옵션: X
⊙ 층수 : 2층 (2.5층)
⊙ 주차시설 : 주차 X
⊙ 이사날짜 :  4월 말 협의


────💡 N O T E 💡────

▶ 중기청, 버팀목 등 전세대출가능
▶ 융자X
▶ 보증보험 가능
▶ 2.6호선 합정역 도보 7분이내 / 조용하고 안전한 주택
▶ 강남, 서울역, 광화문, 종로, 여의도, 상암 출퇴근 용이
▶ 도보5분 한강공원, 마포새빛문화숲 등 쾌적한 자연휴식공간

──────────────────
🧡나도 마음에 드는 집은 금방 나갑니다.🧡

친절상담 / 24시 상담가능
[카카오톡 ID] bang4988
[오픈카카오톡 링크] http://pf.kakao.com/_xixdFdn

→ 원하시는 매물을 찾으실때까지 최선을 다해 찾아드림.
→ 중개사고 0건.안전을 최우선으로 하는 안심 맞춤 중개.
→ 계약부터 실입주까지 고객님의 불편함 없이 처리함.
→ 2억원 손해배상보험가입으로 안심중개.",https://m.land.naver.com/near/article/2511543700
마포구,2511260834,https://fin.land.naver.com/articles/2511260834,"2억 5,000",1만원,"★ 信 다르다부동산 ★

━━━━━━[매물정보]━━━━━━

◈ 보증금 : 2억 5천만원
◈ 보증금 : 2억 / 월세 30만원 (반전세)

◈ 위치 : 합정역 7번 출구 

◈ 내부시설 : 방 2개, 화장실 1개

◈ 주차 : 불가

◈ 입주 가능일 : 4월 27일 이후
(퇴실 및 입주날짜 협의 및 변경될 수 있습니다
참고 부탁드립니다)

◈ 에어비앤비 불가, 에어 비슷한 질문도 하지 마세요
◈ 에어비앤비 불가, 에어 비슷한 질문도 하지 마세요
◈ 에어비앤비 불가, 에어 비슷한 질문도 하지 마세요
◈ 에어비앤비 불가, 에어 비슷한 질문도 하지 마세요
◈ 에어비앤비 불가, 에어 비슷한 질문도 하지 마세요

━━━━━━[담당자]━━━━━━

▶ 언제든 편하게 연락주세요. 친절하게 상담해드리겠습니다.
▶ 원하시는 조건에 최대한 맞는 매물들로 준비해드리겠습니다.

책임중개 / 안전한 중개 / 믿음가는 중개
信 다르다 공인중개사사무소
[담당자] 010-4050-9071",https://m.land.naver.com/near/article/2511260834
마포구,2511092447,https://fin.land.naver.com/articles/2511092447,"1억 7,700",0원,"- 더블 역세권(2호선,6호선) 합정역 7번 출구 도보 8분 
- 전세보증 설정 해드림(SH, HF, 중기청 대출 가능)
- 샷시 포함 특올수리
- 반 지하층(지상 1층 같은 반지하 남향으로 밝고 채광 좋음)
- 풀옵션(에어컨, 드럼세탁기, 냉장고, 도어락, 가스렌지, 비디오 인터폰 ,신발장)
- 주차지원(사설 주차장 임대인 일정분 지원)

♠공덕역솔로몬공인중개사사무소(02-797-2004)입니다
  고객사랑 믿음 신뢰를 바탕으로 고객님의 재산증식과
  소중한 거래가 정확하고 신속하게 이루어질수 있도록 
  최선의 노력을 다하겠습니다♠",https://m.land.naver.com/near/article/2511092447
마포구,2511051461,https://fin.land.naver.com/articles/2511051461,"2억 5,000",1만원,"** 매물 정보 **

 - 전세 또는 반전세 가능
 - 임대료 : 전세 2.5억
               반전세 2억/25
 - 면적 : 16평(방2, 넓은 거실, 화장실, 베란다)
 - 층수 : 2층
 - 이사 가능일 : 4월 27일 ~ 5월 16일

** 매물 특징 **

 - 합정역 도보 6~7분
 - 내외부 깨끗한 상태
 - 안방, 작은방 및 거실이 넓어서 생활하기 편리함",https://m.land.naver.com/near/article/2511051461
