lgeo,count,z,lat,lon,atcl_no,description
212210111,976,13,37.5078125,127.01513672,2504375518,"저희 부동산멘토공인중개사 사무소는 매일 발로뛰어

100% 실매물 실사진만을 광고합니다.

[ 상담전화 ] 02. 508. 1232 ☎ (24시상담가능)
━━━━━━━━━━━━━━━━━━━━━━
(매물번호를 불러주시면 빠른상담 가능합니다.)


매물정보

- 잠원동 대우아이빌15평형 원룸 분리형 입니다

- 빠른입주가능 , 융자없음   전세대출가능 

- 관리비 평당 5000원 이고  

- 주차1대무료

━━━━━━━━━━━━━━━━━━━━━━
상호: 부동산멘토공인중개사사무소
대표: 정용현
등록번호: 9250-11145
주소: 서울시 서초구 신반포로 45길 23 잠원대우아이빌 상가 101호
[상담전화] 02. 508. 1232 ☎ (24시상담가능)
━━━━━━━━━━━━━━━━━━━━━━"
212210111,976,13,37.5078125,127.01513672,2504855970,"앞트인 라인
비확장이지만 넓은 거실,오래거주가능한집
전철,교통요지
대형마트가 코앞
"
212210111,976,13,37.5078125,127.01513672,2504520290,"저희 반포자이 베스트부동산은 잠원동, 반포동, 서초동 등 다양한 매물을보유하고 있습니다.
언제든 연락가능하니 전화 주시면 최선을 다하겠습니다.
소중한 인연 최고의 물건으로 보답하겠습니다.
언제든지 전화 주시면 최선을 다하겠습니다.
감사합니다.
☎: 02-533-0553 ☎: 010-9988-0877"
212210111,976,13,37.5078125,127.01513672,2504617979,
212210111,976,13,37.5078125,127.01513672,2504702195,
212210111,976,13,37.5078125,127.01513672,2504495682,
212210111,976,13,37.5078125,127.01513672,2504768759,
212210111,976,13,37.5078125,127.01513672,2504484835,
212210111,976,13,37.5078125,127.01513672,2504738977,"* 믿고 맡길 수 있는 부동산 스마트입니다
* 매물확보 
* 투자적기 상담
* 부동산관련 상담환영
* 전월세상담 전세자금 대출상담
* 갭투자상담
* 각종 세무고충상담
* 좋은 물건 소개해 드리는 삼호상가내 스마트입니다
&lt;&lt;&lt;대출에서부터 증여 상속등 모든부동산관련문제 풀어드리겠습니다&gt;&gt;&gt;

좋은인연으로 영원한 고객으로 모시겠습니다..02-536-4980"
212210111,976,13,37.5078125,127.01513672,2504665838,"반포동 반포써밋아파트 

 아파트 소개 

＂ 명문학군을 품고 쾌적한 녹지공간을 갖춘 신축 아파트로
입주한지 6년차 입니다.

- 최초입주일 : 2018년
- 세대수 : 8개동 764세대 지하3층~35층
- 평형 : 20평(85세대),24평(190세대),34평(343세대),43평(77세대),45평(29세대),54평(40세 대)
- 총주차대수 : 1192대(세대당 1.56대)
- 부대·복리시설: 휘트니스클럽, G/X클럽, 골프클럽, 독서실, 패밀리룸, 시니어클럽, 어린  이집

＂ 생활편의시설-강남성모병원, 반포구립도서관, 국립중앙도서관
신세계백화점, 뉴코아아울렛, 강남고속터미널

＂ 편리한 교통환경
- 사평역 9호선, 고속터미널역 3,7,9호선, 교대역 2,3호선
- 경부고속도로 진입편리 

＂ 최고의 학군
- 서원초,
 -원촌중, 서일중
 -반포고, 서울고, 상문고, 서초고 ,세화여고, 세화고


-＂서초쇼핑 1층에 위치한 이화공인중개사사무소는
전직원이 정직한 자세로 최고의 물건을 소개해드립니다."
